Student Survey,"","","","","","","","","","","","","","",Employee Survey,"","","","","","","","","","","","","","","","","","","","","","","","","","","",Guardian Surveys,"","","","","","","","","","","","","","","","","","","","","","","",""
QBLV - RAINBOW-LITTLE NECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBLY - IVY DAY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,93.0,94.0,88.0,99.0,96.0,98.0,97.0,98.0,89.0,96.0,,,,,,,,,,,,,
QBMF - The Little Learning Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,100.0,94.0,100.0,98.0,96.0,93.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
QBMJ - ALLEN CHRISTIAN SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,100.0,100.0,,100.0,100.0,96.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBMK - IVY DAY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,93.0,99.0,100.0,98.0,96.0,93.0,97.0,99.0,98.0,96.0,,,,,,,,,,,,,
QBML - AL-IHSAN ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,100.0,98.0,89.0,98.0,99.0,95.0,92.0,100.0,87.0,100.0,,,,,,,,,,,,,
QBMQ - DREAM DAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBNF - AL-IHSAN ACADEMY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,100.0,95.0,94.0,100.0,97.0,100.0,100.0,100.0,98.0,100.0,,,,,,,,,,,,,
"QBNM - TLC SPIRIT, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,98.0,100.0,100.0,99.0,98.0,100.0,100.0,93.0,100.0,,,,,,,,,,,,,
QBNN - NEW MILESTONE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,100.0,99.0,95.0,97.0,97.0,96.0,97.0,100.0,98.0,100.0,,,,,,,,,,,,,
QBNP - JHELC- Corona KIds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,99.0,96.0,85.0,99.0,97.0,91.0,99.0,100.0,87.0,100.0,,,,,,,,,,,,,
QBNW - INNER FORCE TOTS INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,93.0,91.0,85.0,94.0,93.0,93.0,90.0,95.0,93.0,96.0,,,,,,,,,,,,,
QBNY - DIVNE MERCY CATHOLIC ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,88.0,88.0,,93.0,93.0,96.0,100.0,96.0,98.0,100.0,,,,,,,,,,,,,
"QBOA - AIM HIGH LEADERSHIP CENTER TOO, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBOD - BABY STEPS DAYCARE CENTER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,100.0,89.0,,100.0,96.0,91.0,97.0,100.0,98.0,100.0,,,,,,,,,,,,,
"QBOG - AIM HIGH LEADERSHIP CENTER THREE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBOW - KLECC REGO PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,86.0,92.0,,99.0,96.0,92.0,100.0,94.0,88.0,95.0,,,,,,,,,,,,,
QBPA - KIDZ WORLD EARLY CHILDHOOD CENTER INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBPE - THE DAY SCHOOL OF ASTORIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,95.0,83.0,93.0,95.0,94.0,94.0,93.0,93.0,91.0,95.0,,,,,,,,,,,,,
QBPN - THE LITTLE LEARNING CENTER II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,95.0,97.0,96.0,100.0,98.0,97.0,98.0,100.0,100.0,100.0,,,,,,,,,,,,,
QBPU - BUNNY HILL LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,96.0,97.0,100.0,100.0,98.0,97.0,100.0,100.0,96.0,100.0,,,,,,,,,,,,,
QBPW - RAINBOW-LONG ISLAND CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,94.0,94.0,94.0,100.0,96.0,91.0,98.0,100.0,97.0,100.0,,,,,,,,,,,,,
QBTV - SUSAN DAY CARE FOR LITTLE ANGELS INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,86.0,91.0,80.0,100.0,95.0,91.0,100.0,100.0,87.0,100.0,,,,,,,,,,,,,
QBTY - JENNYS EXPLORING MINDS DAYCARE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,87.0,95.0,70.0,97.0,92.0,96.0,89.0,93.0,73.0,100.0,,,,,,,,,,,,,
"QBZT - ELMCOR YOUTH & ADULT ACTIVITIES, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,88.0,92.0,,96.0,88.0,89.0,96.0,100.0,85.0,100.0,,,,,,,,,,,,,
QCBI - LITTLE LIGHT PRE-K FLUSHING 1 CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,92.0,98.0,100.0,96.0,94.0,88.0,91.0,97.0,88.0,100.0,,,,,,,,,,,,,
QCCE - IBRAIN NURSERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,88.0,,91.0,94.0,87.0,90.0,81.0,100.0,,,,,,,,,,,,,,
QCDB - 75-21 MAIN STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,96.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCDL - JOY DAYCARE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,92.0,100.0,100.0,100.0,98.0,99.0,100.0,100.0,99.0,97.0,,,,,,,,,,,,,
"QCDN - EARLY BIRD III EC, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCDO - OIKOS COMMUNITY CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,98.0,97.0,96.0,98.0,98.0,97.0,99.0,94.0,100.0,,,,,,,,,,,,,
"QCDR - DENIZKO DAYCARE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,75.0,80.0,,100.0,98.0,93.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
"QCEN - RAVEN EARLY CHILDHOOD EDUCATION CENTER, SITE TWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,100.0,96.0,100.0,100.0,99.0,98.0,100.0,100.0,73.0,100.0,,,,,,,,,,,,,
QCGF - MAPLE TREE DAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,98.0,90.0,100.0,99.0,98.0,100.0,100.0,94.0,100.0,,,,,,,,,,,,,
QCGI - MAPLE TREE DAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,97.0,97.0,100.0,99.0,96.0,100.0,100.0,96.0,100.0,,,,,,,,,,,,,
QCHD - CHILDREN'S HOUSE MONTESSORI INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,93.0,93.0,92.0,100.0,98.0,91.0,100.0,100.0,92.0,93.0,,,,,,,,,,,,,
QCHQ - UP N TOPDAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,100.0,97.0,80.0,98.0,96.0,89.0,96.0,97.0,94.0,100.0,,,,,,,,,,,,,
QCIA - THE Q STUDIOLAB-42ND ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,95.0,94.0,,92.0,93.0,92.0,92.0,95.0,89.0,95.0,,,,,,,,,,,,,
QCIF - KLECC-LONG ISLAND CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,76.0,94.0,,100.0,94.0,92.0,98.0,92.0,90.0,94.0,,,,,,,,,,,,,
QCIG - ALPHABET CITY CHILD CARE CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,81.0,,100.0,97.0,85.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCIP - L & P DAY CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,100.0,94.0,,100.0,100.0,92.0,100.0,100.0,100.0,83.0,,,,,,,,,,,,,
QCIW - WOODSIDE FRIENDS AT LUTHERAN CHURCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,94.0,92.0,92.0,92.0,92.0,93.0,96.0,95.0,93.0,93.0,,,,,,,,,,,,,
QCJA - OUTSHINE KIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,,,,,,,,,,,,,
QCJO - B'ABOVE CORNISH AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,94.0,99.0,86.0,98.0,99.0,96.0,100.0,100.0,89.0,100.0,,,,,,,,,,,,,
QCJP - B'ABOVE 8304 BROADWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,80.0,95.0,,100.0,100.0,90.0,100.0,100.0,100.0,,,,,,,,,,,,,,
QCJR - B'ABOVE FOREST HILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,89.0,,86.0,91.0,98.0,89.0,89.0,93.0,100.0,,,,,,,,,,,,,
QCJU - THE LEARNING TREE STEM-ARTS SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,100.0,95.0,100.0,100.0,100.0,95.0,100.0,100.0,83.0,100.0,,,,,,,,,,,,,
QCJV - GAN DEVORA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCJZ - GAN DEVORA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,98.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCKG - THE JEWISH DAY CARE INC. DBA WONDERLAND DAY CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,88.0,97.0,,100.0,94.0,85.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
"QCKZ - BEAUTIFUL MINDS CHILDCARE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
"QCLJ - KIDSLANDNY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,100.0,100.0,,100.0,100.0,93.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCLL - WOODSIDE FRIENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,97.0,93.0,79.0,95.0,94.0,95.0,97.0,96.0,84.0,94.0,,,,,,,,,,,,,
QCLP - KID KRAZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93.0,100.0,80.0,100.0,99.0,93.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
QCME - NY PRESCHOOL - COURT SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,92.0,81.0,,92.0,86.0,87.0,87.0,92.0,96.0,92.0,,,,,,,,,,,,,
QCMF - BRIGHTER BABIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,86.0,95.0,100.0,95.0,96.0,96.0,100.0,100.0,96.0,97.0,,,,,,,,,,,,,
QCMG - BRIGHT HORIZONS AT LONG ISLAND CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,95.0,93.0,,100.0,94.0,95.0,94.0,97.0,93.0,100.0,,,,,,,,,,,,,
"QCMH - PLAYHOUSE NYC, INC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,97.0,99.0,,100.0,97.0,95.0,98.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCOQ - LITTLE ONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,,100.0,100.0,100.0,100.0,100.0,93.0,100.0,,,,,,,,,,,,,
QCOR - BRIGHT START CHILD LEARNING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,98.0,96.0,94.0,92.0,93.0,94.0,95.0,94.0,94.0,100.0,,,,,,,,,,,,,
QCOS - BRIGHT START CHILD LEARNING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,82.0,88.0,,100.0,92.0,86.0,100.0,97.0,90.0,100.0,,,,,,,,,,,,,
QCOT - BUNNY HILL BABIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,100.0,98.0,,100.0,100.0,98.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCPH - LITTLE LOLLIPOP DAYCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,97.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCPJ - THERE'S NO PLACE LIKE HOME PRESCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCPQ - LITTLE TULIP DAYCARE CENTER OF LITTLE NECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,100.0,100.0,,100.0,100.0,98.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCPR - IMMANUEL GENIUS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,95.0,98.0,,92.0,92.0,97.0,100.0,100.0,78.0,100.0,,,,,,,,,,,,,
QCPU - HAPPY I DAY CARE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCQB - APPLETREE DAY CARE CENTER - FRESH MEADOWS BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,
QCQG - B'ABOVE 138TH STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,99.0,99.0,95.0,100.0,100.0,96.0,100.0,100.0,95.0,100.0,,,,,,,,,,,,,
QCQJ - DANNA'S DAYCARE 3K CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCQL - JHELC- ST MARKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCQM - OXBRIDGE DEVELOPMENT CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,100.0,96.0,100.0,100.0,98.0,90.0,100.0,100.0,91.0,100.0,,,,,,,,,,,,,
QCQP - ORGANIKIDS INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,88.0,98.0,,98.0,95.0,96.0,97.0,97.0,100.0,100.0,,,,,,,,,,,,,
QCQQ - BABY STEPS DAYCARE CENTER INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,98.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCQS - BRIGHT KIDS OF AMERICA LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,100.0,100.0,,97.0,96.0,89.0,100.0,100.0,84.0,100.0,,,,,,,,,,,,,
QCQX - HIGH FIVE EARLY CHILDHOOD CENTER INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,100.0,96.0,,100.0,100.0,96.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
QCRO - FRANCIS GRACE DAY CARE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,92.0,100.0,,100.0,100.0,97.0,100.0,100.0,80.0,100.0,,,,,,,,,,,,,
RAAH - COMMUNITY RESOURCES PRESCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,95.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAAN - GATEWAY ACADEMY UPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,96.0,95.0,92.0,95.0,97.0,92.0,94.0,98.0,96.0,97.0,,,,,,,,,,,,,
RABL - SAINT ANN SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,92.0,100.0,99.0,97.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
RABZ - SAINT PATRICK'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,99.0,98.0,100.0,100.0,89.0,100.0,,,,,,,,,,,,,
RACS - RICHMOND EARLY LEARNING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,82.0,89.0,74.0,96.0,89.0,87.0,94.0,96.0,78.0,100.0,,,,,,,,,,,,,
RADK - BBRU TARGEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,93.0,86.0,100.0,95.0,96.0,100.0,100.0,98.0,100.0,,,,,,,,,,,,,
RADN - FRIENDS OF CROWN HEIGHTS - 195 GORDON STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,97.0,93.0,98.0,100.0,99.0,100.0,100.0,96.0,100.0,,,,,,,,,,,,,
RADP - CASTLETON HILL MORAVIAN PRESCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,91.0,95.0,72.0,81.0,93.0,92.0,82.0,92.0,95.0,91.0,,,,,,,,,,,,,
RADW - SIPS KINDER FACILITIES INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,96.0,100.0,100.0,99.0,99.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
"RAEL - SMILES AROUND US II, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,95.0,96.0,100.0,87.0,97.0,93.0,90.0,100.0,96.0,100.0,,,,,,,,,,,,,
RAEQ - UNIKIDS DAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,100.0,100.0,96.0,98.0,99.0,98.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAER - JCC EARLY CHILDHOOD - RICHMOND AVE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,99.0,99.0,98.0,97.0,97.0,95.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAEU - WE R EXPLORERS LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
RAEW - 4 ANGELS DAY CARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,97.0,95.0,100.0,100.0,96.0,98.0,100.0,98.0,96.0,100.0,,,,,,,,,,,,,
RAEX - HOLY ROSARY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,90.0,85.0,92.0,92.0,89.0,88.0,95.0,86.0,85.0,93.0,,,,,,,,,,,,,
RAFF - BIG BIRD'S PLAYHOUSE CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,90.0,96.0,96.0,97.0,93.0,92.0,100.0,95.0,94.0,100.0,,,,,,,,,,,,,
RAFN - HIGH HOPES OF STATEN ISLAND INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,96.0,96.0,88.0,94.0,97.0,96.0,92.0,96.0,100.0,96.0,,,,,,,,,,,,,
RAFP - JEWISH COMMUNITY CENTER OF STATEN ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,93.0,80.0,88.0,97.0,93.0,88.0,100.0,93.0,100.0,,,,,,,,,,,,,
RAFS - CATHOLIC CHARITIES OF SI/TENDER CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,95.0,97.0,96.0,96.0,100.0,96.0,95.0,100.0,99.0,100.0,,,,,,,,,,,,,
RAFU - Stepping Stones Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.0,99.0,100.0,100.0,98.0,98.0,99.0,99.0,97.0,100.0,,,,,,,,,,,,,
"RAFV - SEGUINE PRESCHOOL, INC. D/B/A SMALL WORLD PRESCHOOL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,92.0,82.0,96.0,92.0,89.0,91.0,95.0,89.0,95.0,,,,,,,,,,,,,
RAFW - SOUTH SHORE TODDLER ACADEMY & PRE-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,100.0,98.0,97.0,98.0,98.0,95.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
"RAFZ - THE COLLEGE OF STATEN ISLAND ASSOCIATION, INC. THE CHILDREN'S CENTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAGD - SILVER LAKE HEAD START II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,100.0,97.0,88.0,98.0,99.0,98.0,99.0,100.0,99.0,100.0,,,,,,,,,,,,,
"RAGT - NEW U"" TOTS 3-K""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
"RAGW - ALWAYZ 1.2.3 EARLY LEARNING CENTER, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,100.0,100.0,,92.0,98.0,91.0,100.0,100.0,83.0,100.0,,,,,,,,,,,,,
RAGX - BIG BIRD'S PLAYHOUSE CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,74.0,78.0,100.0,74.0,78.0,77.0,,,,,,,,,,,,,,
"RAGY - MOST TERRIFIC CHILD, INC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,98.0,93.0,100.0,99.0,99.0,97.0,100.0,99.0,95.0,100.0,,,,,,,,,,,,,
RAGZ - ONE OF A KIND CHILD CARE LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,98.0,98.0,98.0,98.0,96.0,100.0,100.0,97.0,100.0,,,,,,,,,,,,,
RAHB - THE ITSY BITSY DAYCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,98.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAHC - CBI ACADEMY PRESCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,96.0,100.0,96.0,96.0,95.0,96.0,98.0,94.0,100.0,,,,,,,,,,,,,
RAHD - J & J ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,100.0,97.0,97.0,95.0,95.0,98.0,93.0,95.0,94.0,100.0,,,,,,,,,,,,,
RAHH - LEARN AND EXPLORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,97.0,99.0,100.0,96.0,96.0,95.0,95.0,100.0,95.0,100.0,,,,,,,,,,,,,
RAHK - SHINE BRIGHT ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,100.0,100.0,,100.0,97.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
RAHW - STATEN ISLAND CHILDREN'S ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,
